,Alice Creek,Batavia 1,Batavia 2,Batavia 3,Bullshark camp,Chicane 1,Chicane 2,Chicane 3,Chicane 4,Chicane upper,Cloughs landing,Cloughs landing downstream,Cloughs upstream,Coolibah,Coolibah 2,Coolibah upstream,Coolibah waterpump,Cullen point,Cullen point N,Cullen point S,Dalhunty left,Dalhunty mouth,Dalhunty twin creeks,DUC1,DUC2,DUC2 2,Ducie 1,Ducie 2,Ducie 3,Ducie half way upper,Ducie Mouth AR,Ducie mouth downriver,Ducie mouth upstream,Ducie to PM AR,Gibsons waterhole,Hudson,Hudson junction,Hudson junction 2,Hudson left,Hudson mouth,Hudson to Tentpole,Hudson to Tentpole 2,Island downstream,Island downstream 2,Island haulout,Island haulout 2,Island midstream,Island midstream 2,Island midstream 3,Jabaru,Jabaru midstream,Jabaru midstream 2,Jabaru upstream 2,Jackson AR,Janie Creek AR,Jardines landing,Jut out downstream,Jut out downstream 2,Jut out midstream,Jut out midstream2,Jut out upstream,Kerr northwest AR,Kerr southeast AR,Ling creek,Ling creek 3,Ling creek downstream,Ling creek midstream,Ling creek upstream,Moreton campground,Namaleeda creek,Namaleeda downstream,Namaleeda upstream,Nimrod creek,No Name creek,Old shack,Old shack 2,Overhang,Pennefather AR,PM Cullen AR,PM Ducie Namaleeta AR,PM Mouth North AR,PM to Jaine AR,PM to Skarden,PM Wenlock AR,PM1,PM2,Processing plant,Processing plant 2,Riflebird bend,Riflebird bend downstream,Riflebird creek,Riflebird mid,Riflebird upstream,Rocky hole,Sandfly creek,Sandfly creek 1,Sandy bend,Sawfish,Sawfish new,Sawfish new 2,Skardon AR,Skardon metro,Skardon river,South Alice,Speartooth 1,Speartooth 2,Speartooth 3,Stones downstream,Stones far downstream,Stones upstream,Stones upstream 2,Tentpole creek,Tentpole mid,Tentpole mouth,Tentpole mouth 1,Tentpole mouth 2,Tentpole mouth 3,Tentpole upstream 1,Tentpole upstream 2,Top of islands,TPDSTWNMOR,TPMTNEW1,TPTWIN,TPTWIN2,TPUPP,Wenlock mouth A,Wenlock mouth B,Wenlock mouth B2,Wenlock Mouth B3,Wenlock tentpole mouth,WENMTH2M,WENMTM2M B,WNM,WNM2,WNM3,WNTH,Woodfords waterhole,WTTPDS
Cloughs landing,75.55676759,6.632590181,6.066904756,6.132590181,62.91463197,38.49848481,42.29970414,39.93279938,43.351176,46.67960313,0,0,1.33137085,59.19625535,59.19625535,61.85899705,59.19625535,43.14528855,43.14528855,42.96244584,67.32001436,59.33178926,63.87442995,46.12518754,56.26904756,52.13351365,85.96925676,86.29352083,85.76925676,93.68468966,38.9783838,42.1139177,43.62813127,38.9783838,52.38792924,13.64802307,13.68944443,13.68944443,13.93086579,14.03086579,8.888225099,9.271067812,14.3137085,14.5137085,21.79482682,21.69482682,18.30782105,18.20782105,18.30782105,70.6058008,70.56437944,70.12295808,70.56437944,85.03199846,59.02884553,97.30601,26.51320344,26.08893937,27.88599564,27.88599564,29.65878785,66.42417741,64.79280656,37.99848481,23.95046174,34.53574311,37.07422074,38.48132752,141.7346463,39.62691193,41.01686143,41.86538957,71.31290758,66.28864351,44.04823228,41.22691193,30.08305192,88.64448763,43.28670991,37.12985566,42.69676042,45.79087297,46.55950212,36.70559159,28.30315293,30.44873734,53.49503602,53.49503602,50.51513703,49.89087297,49.89087297,50.41513703,52.2293506,64.23889604,34.73574311,34.73574311,65.78742418,69.03300859,68.65016588,69.47442995,74.02539674,80.94082964,74.02539674,75.05971132,13.02375901,16.18650071,6.432590181,58.57199128,58.27199128,58.91341264,58.81341264,7.705382387,14.33797257,7.863961031,7.463961031,6.839696962,7.605382387,17.1764502,17.85929291,23.95046174,6.698275606,7.363961031,10.34386002,9.861017306,24.06761902,22.13624817,23.00904038,23.00904038,16.9764502,8.246803743,22.31909089,21.27056275,14.47228714,14.99655121,14.7137085,9.895331881,62.21046891,2.379898987
Cloughs landing downstream,75.55676759,6.632590181,6.066904756,6.132590181,62.91463197,38.49848481,42.29970414,39.93279938,43.351176,46.67960313,0,0,1.33137085,59.19625535,59.19625535,61.85899705,59.19625535,43.14528855,43.14528855,42.96244584,67.32001436,59.33178926,63.87442995,46.12518754,56.26904756,52.13351365,85.96925676,86.29352083,85.76925676,93.68468966,38.9783838,42.1139177,43.62813127,38.9783838,52.38792924,13.64802307,13.68944443,13.68944443,13.93086579,14.03086579,8.888225099,9.271067812,14.3137085,14.5137085,21.79482682,21.69482682,18.30782105,18.20782105,18.30782105,70.6058008,70.56437944,70.12295808,70.56437944,85.03199846,59.02884553,97.30601,26.51320344,26.08893937,27.88599564,27.88599564,29.65878785,66.42417741,64.79280656,37.99848481,23.95046174,34.53574311,37.07422074,38.48132752,141.7346463,39.62691193,41.01686143,41.86538957,71.31290758,66.28864351,44.04823228,41.22691193,30.08305192,88.64448763,43.28670991,37.12985566,42.69676042,45.79087297,46.55950212,36.70559159,28.30315293,30.44873734,53.49503602,53.49503602,50.51513703,49.89087297,49.89087297,50.41513703,52.2293506,64.23889604,34.73574311,34.73574311,65.78742418,69.03300859,68.65016588,69.47442995,74.02539674,80.94082964,74.02539674,75.05971132,13.02375901,16.18650071,6.432590181,58.57199128,58.27199128,58.91341264,58.81341264,7.705382387,14.33797257,7.863961031,7.463961031,6.839696962,7.605382387,17.1764502,17.85929291,23.95046174,6.698275606,7.363961031,10.34386002,9.861017306,24.06761902,22.13624817,23.00904038,23.00904038,16.9764502,8.246803743,22.31909089,21.27056275,14.47228714,14.99655121,14.7137085,9.895331881,62.21046891,2.379898987
Cloughs upstream,76.80529573,7.963961031,7.232590181,7.381118318,61.58326112,37.16711396,41.051176,38.68427125,42.26833329,45.26538957,1.33137085,1.33137085,0,58.44478349,58.44478349,61.02468248,58.44478349,43.151176,43.151176,42.96833329,68.40285707,60.66316011,65.04011537,47.29087297,57.5175757,53.13351365,87.46631304,87.70773439,87.26631304,95.26458864,40.39259736,43.27960313,44.71097398,40.39259736,51.47077195,12.73086579,12.68944443,12.68944443,13.0137085,13.1137085,7.805382387,8.271067812,13.39655121,13.67939392,20.7119841,20.6119841,17.22497834,17.12497834,17.22497834,69.68864351,69.64722215,69.2058008,69.64722215,85.28641405,59.03473298,98.9687517,25.51320344,25.08893937,26.88599564,26.88599564,28.57594514,66.43006486,64.7158513,36.99848481,22.95046174,33.4529004,35.99137803,37.56417023,140.2032755,40.12985566,41.60264787,42.28549058,70.39575029,67.70285707,43.13107499,40.22691193,29.0002092,88.56753237,43.29259736,37.96417023,42.951176,45.7139177,46.97960313,37.04284989,29.55168107,31.44873734,52.57787873,52.57787873,49.51513703,48.80803025,48.80803025,49.41513703,51.2293506,63.32173875,33.6529004,33.6529004,64.78742418,68.03300859,67.65016588,68.55727266,74.77686861,81.60945879,74.77686861,76.63961031,12.10660172,15.35218613,5.266904756,57.73767671,57.354834,58.16194078,57.97909806,6.456854249,13.08944443,6.781118318,6.215432893,5.508326112,6.274011537,16.09360749,16.85929291,22.95046174,5.366904756,6.032590181,9.095331881,8.612489168,22.9019336,23.38477631,24.00904038,24.00904038,18.22497834,6.998275606,23.48477631,22.51909089,15.72081528,16.16223664,15.96223664,8.895331881,61.29331163,1.048528137
Coolibah,135.4642928,65.99453096,65.59453096,66.24011537,3.504163056,20.66345597,16.58944443,18.15218613,14.89949494,12.51665222,59.19625535,59.19625535,58.44478349,0,0,2.497056275,0,100.8989032,100.8989032,100.7989032,125.9020561,117.913831,122.2907863,104.5415439,114.7682466,110.54987,144.4684558,144.7098772,144.1856131,152.4324169,97.80895372,100.6131168,102.0444876,97.80895372,10.83675324,46.1139177,46.2139177,46.2139177,46.1139177,44.88254685,49.69381669,49.79381669,44.68254685,44.59970414,37.40142853,37.50142853,41.25411973,41.21269837,41.25411973,11.16101731,11.11959595,10.67817459,11.11959595,143.1998267,117.2795165,156.0537372,32.90731599,33.53158005,31.39310242,31.39310242,29.70315293,124.1777921,122.2150504,21.19777054,35.58721497,24.66051224,22.20487732,20.63208512,82.42123369,98.12611101,99.59890322,100.3645886,11.86812409,124.953528,15.14802307,17.96934342,29.47888886,146.7294731,101.0403246,95.04915575,100.6160605,103.5444876,104.9758585,94.62489168,86.80235201,88.61656557,5.701219331,5.701219331,9.246803743,9.446803743,9.446803743,9.205382387,6.966904756,4.79411255,24.46051224,24.46051224,6.342640687,9.588225099,9.205382387,10.11248917,131.9446968,138.777287,131.9446968,133.7245958,45.80681092,48.36955262,52.39797975,0.624264069,1.007106781,0.282842712,0.382842712,52.31513703,61.62051942,51.30803025,52.47371568,53.2394011,52.41513703,64.54183976,65.14183976,35.58721497,55.05361467,52.57371568,57.87493501,57.3920923,71.01879503,80.88397539,81.17686861,81.17686861,75.47564928,50.50092347,80.98397539,79.93544725,73.13717165,73.66143571,73.378593,48.68670991,4.145584412,56.36782823
Coolibah 2,135.4642928,65.99453096,65.59453096,66.24011537,3.504163056,20.66345597,16.58944443,18.15218613,14.89949494,12.51665222,59.19625535,59.19625535,58.44478349,0,0,2.497056275,0,100.8989032,100.8989032,100.7989032,125.9020561,117.913831,122.2907863,104.5415439,114.7682466,110.54987,144.4684558,144.7098772,144.1856131,152.4324169,97.80895372,100.6131168,102.0444876,97.80895372,10.83675324,46.1139177,46.2139177,46.2139177,46.1139177,44.88254685,49.69381669,49.79381669,44.68254685,44.59970414,37.40142853,37.50142853,41.25411973,41.21269837,41.25411973,11.16101731,11.11959595,10.67817459,11.11959595,143.1998267,117.2795165,156.0537372,32.90731599,33.53158005,31.39310242,31.39310242,29.70315293,124.1777921,122.2150504,21.19777054,35.58721497,24.66051224,22.20487732,20.63208512,82.42123369,98.12611101,99.59890322,100.3645886,11.86812409,124.953528,15.14802307,17.96934342,29.47888886,146.7294731,101.0403246,95.04915575,100.6160605,103.5444876,104.9758585,94.62489168,86.80235201,88.61656557,5.701219331,5.701219331,9.246803743,9.446803743,9.446803743,9.205382387,6.966904756,4.79411255,24.46051224,24.46051224,6.342640687,9.588225099,9.205382387,10.11248917,131.9446968,138.777287,131.9446968,133.7245958,45.80681092,48.36955262,52.39797975,0.624264069,1.007106781,0.282842712,0.382842712,52.31513703,61.62051942,51.30803025,52.47371568,53.2394011,52.41513703,64.54183976,65.14183976,35.58721497,55.05361467,52.57371568,57.87493501,57.3920923,71.01879503,80.88397539,81.17686861,81.17686861,75.47564928,50.50092347,80.98397539,79.93544725,73.13717165,73.66143571,73.378593,48.68670991,4.145584412,56.36782823
Coolibah upstream,137.8785063,68.65727266,68.09158723,68.73717165,1.007106781,23.16051224,19.16934342,20.56639969,17.47939392,14.93086579,61.85899705,61.85899705,61.02468248,2.497056275,2.497056275,0,2.6627417,103.8101731,103.8101731,103.6273303,128.4819551,120.6594155,124.953528,107.2871283,117.4309883,113.129769,147.1311975,147.4554616,146.9311975,155.1780013,100.2231673,103.2758585,104.7072293,100.2231673,13.66518036,49.47371568,49.57371568,49.57371568,49.47371568,48.04234483,53.18498551,53.28498551,47.75950212,47.6766594,40.31269837,40.41269837,44.24823228,44.28965363,44.24823228,8.498275606,8.456854249,8.015432893,8.456854249,145.3655121,119.9422582,159.0478498,35.81858582,36.36000718,34.30437226,34.30437226,32.78010819,127.4204328,125.1263202,24.2747258,38.49848481,27.90315293,25.28183259,23.70904038,79.09575029,100.7888527,102.4273303,103.0273303,9.205382387,127.6991124,18.14213562,21.04629868,32.63868684,149.3922148,103.9515944,98.29179644,103.8587012,106.3729148,108.0528137,97.86753237,89.87930727,91.61067812,8.363961031,8.363961031,12.07523087,12.27523087,12.27523087,12.03380951,9.795331881,2.214213562,27.62031022,27.62031022,3.597056275,6.9254834,6.542640687,7.366904756,135.5187084,142.516984,135.5187084,136.5530229,49.04945161,51.44650788,55.55777772,3.287005769,3.669848481,2.945584412,3.045584412,55.72346315,65.19453096,54.63351365,55.9648845,56.73056993,55.82346315,68.03300859,68.79869401,38.49848481,58.54478349,56.0648845,61.36610383,60.88326112,74.67564928,83.87808794,84.58519472,84.58519472,78.63544725,53.9920923,83.97808794,83.01240251,76.29696962,76.9040764,76.37270555,52.09503602,6.808326112,59.61046891
Coolibah waterpump,135.4642928,65.99453096,65.59453096,66.24011537,3.504163056,20.66345597,16.58944443,18.15218613,14.89949494,12.51665222,59.19625535,59.19625535,58.44478349,0,0,2.6627417,0,100.8989032,100.8989032,100.7989032,125.9020561,117.913831,122.2907863,104.5415439,114.7682466,110.54987,144.4684558,144.7098772,144.1856131,152.4324169,97.80895372,100.6131168,102.0444876,97.80895372,10.83675324,46.1139177,46.2139177,46.2139177,46.1139177,44.88254685,49.69381669,49.79381669,44.68254685,44.59970414,37.40142853,37.50142853,41.25411973,41.21269837,41.25411973,11.16101731,11.11959595,10.67817459,11.11959595,143.1998267,117.2795165,156.0537372,32.90731599,33.53158005,31.39310242,31.39310242,29.70315293,124.1777921,122.2150504,21.19777054,35.58721497,24.66051224,22.20487732,20.63208512,82.42123369,98.12611101,99.59890322,100.3645886,11.86812409,124.953528,15.14802307,17.96934342,29.47888886,146.7294731,101.0403246,95.04915575,100.6160605,103.5444876,104.9758585,94.62489168,86.80235201,88.61656557,5.701219331,5.701219331,9.246803743,9.446803743,9.446803743,9.205382387,6.966904756,4.79411255,24.46051224,24.46051224,6.342640687,9.588225099,9.205382387,10.11248917,131.9446968,138.777287,131.9446968,133.7245958,45.80681092,48.36955262,52.39797975,0.624264069,1.007106781,0.282842712,0.382842712,52.31513703,61.62051942,51.30803025,52.47371568,53.2394011,52.41513703,64.54183976,65.14183976,35.58721497,55.05361467,52.57371568,57.87493501,57.3920923,71.01879503,80.88397539,81.17686861,81.17686861,75.47564928,50.50092347,80.98397539,79.93544725,73.13717165,73.66143571,73.378593,48.68670991,4.145584412,56.36782823
Cullen point,52.18204179,36.14284989,36.91269837,36.9156421,105.2314934,80.15260454,84.36803743,82.08397539,86.24793642,89.16214998,43.14528855,43.14528855,43.151176,100.8989032,100.8989032,103.8101731,100.8989032,0,0,0.241421356,45.02224382,37.03401872,41.49381669,23.827417,33.8884343,29.83574311,63.5058008,63.83006486,63.3058008,71.46976183,16.84629868,19.65046174,21.08183259,16.84629868,95.45037508,57.04183976,57.00041841,57.00041841,57.32468248,57.34183976,52.3648845,52.6648845,57.62468248,57.82468248,64.85727266,64.75727266,61.37026689,61.27026689,61.37026689,113.5854039,113.5439826,113.1025612,113.5439826,42.30092347,15.71787156,75.25676759,69.65849199,69.23422792,71.03128419,71.03128419,72.8040764,23.77594514,21.64751801,81.22661608,67.09575029,77.59818895,80.13666658,81.70945879,184.1343505,5.108326112,6.581118318,7.263961031,114.2925107,43.74234483,87.27636354,84.37220049,73.14549776,45.16782823,0.141421356,6.522539674,3.145584412,2.5627417,4.159797975,6.274011537,14.17939392,12.36518036,96.80601,96.80601,93.57758287,93.03616152,93.03616152,93.47758287,95.45748186,107.2184992,77.79818895,77.79818895,108.84987,112.0126117,111.629769,112.4540331,31.12863633,38.04406922,31.12863633,52.84478349,56.33473298,59.49747468,49.74356416,101.8829653,101.5001225,102.2243866,102.1243866,50.93351365,57.56610383,51.25777772,50.6920923,50.06782823,50.83351365,60.57026689,61.33595231,67.09575029,49.76072145,50.5920923,53.654834,53.08914857,67.378593,20.76051224,19.88772004,19.88772004,25.92031022,51.64062043,20.66051224,21.54335495,28.34163056,28.64163056,29.00731599,53.37199128,105.5214429,45.69087297
Cullen point N,52.18204179,36.14284989,36.91269837,36.9156421,105.2314934,80.15260454,84.36803743,82.08397539,86.24793642,89.16214998,43.14528855,43.14528855,43.151176,100.8989032,100.8989032,103.8101731,100.8989032,0,0,0.241421356,45.02224382,37.03401872,41.49381669,23.827417,33.8884343,29.83574311,63.5058008,63.83006486,63.3058008,71.46976183,16.84629868,19.65046174,21.08183259,16.84629868,95.45037508,57.04183976,57.00041841,57.00041841,57.32468248,57.34183976,52.3648845,52.6648845,57.62468248,57.82468248,64.85727266,64.75727266,61.37026689,61.27026689,61.37026689,113.5854039,113.5439826,113.1025612,113.5439826,42.30092347,15.71787156,75.25676759,69.65849199,69.23422792,71.03128419,71.03128419,72.8040764,23.77594514,21.64751801,81.22661608,67.09575029,77.59818895,80.13666658,81.70945879,184.1343505,5.108326112,6.581118318,7.263961031,114.2925107,43.74234483,87.27636354,84.37220049,73.14549776,45.16782823,0.141421356,6.522539674,3.145584412,2.5627417,4.159797975,6.274011537,14.17939392,12.36518036,96.80601,96.80601,93.57758287,93.03616152,93.03616152,93.47758287,95.45748186,107.2184992,77.79818895,77.79818895,108.84987,112.0126117,111.629769,112.4540331,31.12863633,38.04406922,31.12863633,52.84478349,56.33473298,59.49747468,49.74356416,101.8829653,101.5001225,102.2243866,102.1243866,50.93351365,57.56610383,51.25777772,50.6920923,50.06782823,50.83351365,60.57026689,61.33595231,67.09575029,49.76072145,50.5920923,53.654834,53.08914857,67.378593,20.76051224,19.88772004,19.88772004,25.92031022,51.64062043,20.66051224,21.54335495,28.34163056,28.64163056,29.00731599,53.37199128,105.5214429,45.69087297
Cullen point S,52.42346315,35.96000718,36.81269837,37.14701295,105.0486507,79.96976183,84.18519472,81.90113268,86.23077913,89.22783541,42.96244584,42.96244584,42.96833329,100.7989032,100.7989032,103.6273303,100.7989032,0.241421356,0.241421356,0,44.7666089,37.35828278,41.4038672,24.06883835,34.12985566,30.16000718,63.33300859,63.65727266,63.13300859,70.96559877,17.08772004,19.9747258,21.40609665,17.08772004,95.35037508,56.94183976,56.90041841,56.90041841,57.22468248,57.24183976,52.09919908,52.5648845,57.52468248,57.72468248,65.08864351,64.98864351,61.43595231,61.33595231,61.43595231,113.4854039,113.4439826,113.0025612,113.4439826,42.95655839,16.45634919,74.58691911,69.80702013,69.38275606,71.17981233,71.17981233,72.86976183,23.52031022,21.64041123,81.20945879,67.32712114,77.74671709,80.20235201,81.6923015,184.0343505,5.184062043,6.656854249,7.505382387,114.1925107,44.0666089,87.17636354,84.27220049,73.29402589,46.07199128,0.382842712,6.846803743,3.387005769,2.887005769,4.401219331,6.256854249,14.32792206,12.43086579,96.70601,96.70601,93.47758287,92.93616152,92.93616152,93.37758287,95.35748186,107.1184992,78.0295598,78.0295598,108.74987,111.9126117,111.529769,112.3540331,31.70142853,38.53401872,31.70142853,52.92051942,56.23473298,59.4803174,49.47787873,101.7829653,101.4001225,102.1243866,102.0243866,50.5021428,56.88620485,50.90924958,50.26072145,49.55361467,50.31930009,59.72468248,60.4903679,67.32712114,49.3293506,50.16072145,52.97493501,52.57493501,66.36732316,20.74335495,20.03624817,20.03624817,25.90315293,51.37493501,20.56051224,21.52619767,28.24163056,28.70731599,28.82447327,53.27199128,105.4214429,45.34234483
Dalhunty left,25.84751801,61.39453096,61.50163774,61.83595231,129.7375901,105.569971,109.0398195,107.0042856,111.0854039,113.5025612,67.32001436,67.32001436,68.40285707,125.9020561,125.9020561,128.4819551,125.9020561,45.02224382,45.02224382,44.7666089,0,10.11959595,3.587005769,20.61492783,10.88528137,15.02081528,36.17716447,36.41858582,35.89432175,43.89259736,29.02031022,24.76761902,23.44335495,29.02031022,119.4251009,80.88519472,80.84377336,80.84377336,81.16803743,81.35088014,76.04255403,76.34255403,81.55088014,81.83372286,88.91484117,88.81484117,85.17930727,85.07930727,85.17930727,137.5601297,137.5187084,137.077287,137.5187084,83.68641405,59.87737367,47.76244584,93.79890322,93.45748186,95.17169542,95.17169542,96.94448763,65.65849199,63.94427843,105.2013419,91.15331881,101.6557575,104.2770778,105.6841846,208.1090763,39.00264787,39.48549058,40.08549058,138.2672365,17.0764502,111.0854039,108.2640836,97.28590899,89.74154391,43.8038672,37.33990617,41.84823228,46.04945161,46.04234483,41.8411255,39.52985566,39.32985566,120.449365,120.449365,117.5523087,116.8452019,116.8452019,117.369466,119.1836795,131.193225,101.8557575,101.8557575,132.8245958,135.9873375,135.6044948,136.4287589,73.34255403,80.34082964,73.34255403,25.35046174,80.26093065,83.50651506,73.33839098,125.6091629,125.2263202,126.033427,125.933427,74.61118318,80.91240251,74.85260454,74.28691911,73.66265504,74.42834047,83.91656557,84.68225099,91.15331881,73.43839098,74.18691911,77.00113268,76.51828996,90.55920626,44.43818177,43.73107499,43.73107499,49.59797975,75.23544725,44.33818177,45.22102448,52.01930009,52.4021428,52.68498551,77.13250353,129.1647978,69.20285707
Dalhunty mouth,16.43502884,53.98620485,53.76194078,54.01341264,121.9978931,97.58174593,101.3829653,99.09890322,103.4285497,105.9285497,59.33178926,59.33178926,60.66316011,117.913831,117.913831,120.6594155,117.913831,37.03401872,37.03401872,37.35828278,10.11959595,0,6.4254834,13.04091629,3.228427125,7.363961031,26.59898987,26.84041123,26.31614716,34.72863633,21.69482682,17.2764502,15.53797257,21.69482682,112.0510893,73.14549776,73.18691911,73.18691911,73.34549776,73.61118318,68.55138521,68.93422792,73.89402589,74.09402589,81.45798693,81.27514421,77.88813844,77.78813844,77.88813844,129.7719046,129.7304833,129.2890619,129.7304833,76.6923015,52.13767671,38.5156421,86.17636354,85.83494219,87.54915575,87.54915575,89.23910524,57.7531096,55.95605333,97.66164492,83.61362184,94.11606051,96.65453814,98.14448763,200.3208512,31.34579362,31.99432175,32.67716447,130.4790114,7.249747468,103.7113924,100.8072293,89.5805266,82.08468966,36.39554108,29.93158005,34.27422074,38.39259736,38.63401872,34.26711396,31.87300141,31.50731599,113.3238816,113.3238816,110.1782971,109.4711904,109.4711904,110.0782971,111.809668,123.653528,94.31606051,94.31606051,125.0363707,128.1991124,127.8162697,128.6405338,65.93422792,72.93250353,65.93422792,15.93797257,72.6040764,75.84966081,65.93006486,118.2351514,117.9351514,118.6594155,118.4765727,67.20285707,74.00113268,67.44427843,66.878593,66.33717165,67.10285707,76.92245302,77.68813844,83.61362184,66.278593,66.778593,69.92417741,69.4413347,83.64793642,36.78132752,36.23990617,36.23990617,42.18965363,67.82712114,36.68132752,37.72985566,44.61097398,44.91097398,45.19381669,69.55849199,121.873629,61.87737367
Dalhunty twin creeks,22.23624817,57.86610383,58.05605333,58.22468248,126.2920056,101.9587012,105.5942351,103.3930158,107.6398195,110.0569768,63.87442995,63.87442995,65.04011537,122.2907863,122.2907863,124.953528,122.2907863,41.49381669,41.49381669,41.4038672,3.587005769,6.4254834,0,17.50071427,7.439696962,11.32670273,32.73158005,32.97300141,32.36589463,40.61269837,25.98893937,21.73624817,20.16345597,25.98893937,116.8907863,78.18519472,78.14377336,78.14377336,78.46803743,78.56803743,73.34255403,73.80823946,78.85088014,79.05088014,86.21484117,86.11484117,82.56214998,82.46214998,82.56214998,135.0258152,134.9843938,134.5429724,134.9843938,81.56631304,57.01168825,44.39970414,90.93321779,90.50895372,92.30601,92.30601,93.99595949,62.378593,60.66437944,102.5841846,88.45331881,98.95575747,101.4942351,103.0670273,205.5747617,35.97127702,36.53696244,37.38549058,135.7329219,13.54802307,108.5510893,105.729769,94.42022356,86.29595949,40.77249635,34.39137803,38.98254685,43.18376618,42.92813127,38.72691193,36.91269837,36.54701295,117.9978931,117.9978931,115.0179941,114.39373,114.39373,115.0008368,116.7322077,128.6589104,99.15575747,99.15575747,130.2902812,133.4530229,133.0701802,133.8944443,71.05676759,77.88935778,71.05676759,22.07056275,77.47808794,80.88935778,71.05260454,123.3233765,122.8576911,123.6647978,123.5647978,72.15971132,78.7923015,72.31828996,71.91828996,71.29402589,72.05971132,81.79646456,82.56214998,88.45331881,71.06976183,71.81828996,74.79818895,74.23250353,88.52194796,41.82102448,41.1139177,41.1139177,47.06366517,73.03250353,41.72102448,42.76955262,49.56782823,49.95067094,50.23351365,74.43250353,126.8790114,66.83422792
DUC1,28.76883835,40.36538957,40.63818177,40.80681092,108.8741341,84.20945879,88.17636354,85.72661608,89.89057711,93.05331881,46.12518754,46.12518754,47.29087297,104.5415439,104.5415439,107.2871283,104.5415439,23.827417,23.827417,24.06883835,20.61492783,13.04091629,17.50071427,0,9.646803743,5.9254834,39.34701295,39.67127702,39.14701295,47.4766594,8.571067812,4.069848481,2.745584412,8.571067812,99.01017306,59.93889604,59.9803174,59.9803174,60.22173875,60.32173875,55.17909806,55.56194078,60.60458146,60.88742418,68.33422792,68.23422792,64.68153673,64.58153673,64.68153673,117.2280446,117.1866233,116.7452019,117.1866233,63.23717165,39.34528855,51.09797975,73.21828996,72.79402589,74.42539674,74.42539674,76.11534624,45.04356416,43.49503602,84.70357134,70.57270555,81.24082964,83.69646456,85.18641405,187.7769912,18.47056275,18.95340546,19.71909089,117.9351514,19.50071427,90.67047609,87.84915575,76.53961031,68.87808794,23.10609665,16.97350647,21.23330445,25.6002092,25.51025971,21.14335495,18.83208512,18.88061325,100.365808,100.365808,97.22022356,96.51311678,96.51311678,97.03738085,98.93443712,110.8611399,81.52367235,81.52367235,112.4925107,115.6552524,115.2724097,116.0966738,52.97615434,59.89158723,52.97615434,28.35462479,59.31463197,62.47737367,52.55777772,105.5256059,105.0599205,105.8670273,105.7670273,53.83056993,60.21463197,53.90630586,53.58914857,52.88204179,53.73056993,63.21879503,63.90163774,70.57270555,52.74062043,53.40630586,56.38620485,55.90336213,69.94427843,23.5747258,22.95046174,22.95046174,28.98305192,54.28914857,23.4747258,24.52325394,31.40437226,31.70437226,31.98721497,56.26904756,109.0812409,48.42224382
DUC2,18.87350647,50.67493501,50.69919908,50.95067094,118.769466,94.43616152,98.23738085,95.95331881,100.2829653,102.7829653,56.26904756,56.26904756,57.5175757,114.7682466,114.7682466,117.4309883,114.7682466,33.8884343,33.8884343,34.12985566,10.88528137,3.228427125,7.439696962,9.646803743,0,4.218376618,29.61736649,29.94163056,29.41736649,37.58132752,18.21787156,14.2137085,12.64091629,18.21787156,108.8226622,69.83422792,69.79280656,69.79280656,70.11707063,70.13422792,65.07442995,65.54011537,70.41707063,70.61707063,77.98103166,77.88103166,74.32834047,74.22834047,74.32834047,127.0405338,126.9991124,126.5576911,126.9991124,73.6295598,49.15777772,41.28549058,82.78225099,82.35798693,84.1550432,84.1550432,85.92783541,54.35899705,53.05899705,94.18468966,80.21950929,90.63910524,93.17758287,94.75037508,197.5894803,28.11736649,28.6002092,29.44873734,127.7476406,9.853910524,100.3172798,97.41311678,86.26925676,78.77341982,33.16711396,26.62031022,30.9629509,35.16417023,35.23990617,31.12152955,28.81025971,28.36173157,110.0954544,110.0954544,106.94987,106.2427632,106.2427632,106.84987,108.6640836,120.673629,90.83910524,90.83910524,122.3049999,125.4677416,125.0848989,125.9091629,62.29158723,69.37270555,62.29158723,18.87350647,69.12712114,72.45554826,62.53595231,115.3380951,114.8724097,115.6795165,115.5795165,63.80874452,70.27564928,64.05016588,63.48448045,62.86021638,63.70874452,73.36265504,74.04549776,80.21950929,62.63595231,63.38448045,66.44722215,65.88153673,79.92245302,33.96711396,33.17716447,33.17716447,39.20975465,64.26732316,33.78427125,34.9156421,41.46538957,41.84823228,42.13107499,66.16437944,118.89373,58.48326112
